# z	rho(z)
0.007500 0.000000
0.022500 0.000000
0.037500 0.000000
0.052500 0.000000
0.067500 0.000000
0.082500 0.000000
0.097500 0.000000
0.112500 0.000000
0.127500 0.000000
0.142500 0.000000
0.157500 0.000000
0.172500 0.000000
0.187500 0.000000
0.202500 0.000000
0.217500 0.000000
0.232500 0.000000
0.247500 0.000000
0.262500 0.000000
0.277500 0.000000
0.292500 0.000000
0.307500 0.000000
0.322500 0.000000
0.337500 0.000000
0.352500 0.000000
0.367500 0.000000
0.382500 0.000000
0.397500 0.000000
0.412500 0.000000
0.427500 0.000000
0.442500 0.000000
0.457500 0.000000
0.472500 0.000000
0.487500 0.000000
0.502500 4.592932
0.517500 6.191713
0.532500 5.324892
0.547500 4.640195
0.562500 4.059088
0.577500 3.534208
0.592500 3.055470
0.607500 2.650783
0.622500 2.267080
0.637500 1.990023
0.652500 1.675787
0.667500 1.437233
0.682500 1.226283
0.697500 1.070947
0.712500 0.915205
0.727500 0.803058
0.742500 0.679401
0.757500 0.582634
0.772500 0.516120
0.787500 0.442069
0.802500 0.393686
0.817500 0.336950
0.832500 0.307920
0.847500 0.281641
0.862500 0.241406
0.877500 0.220118
0.892500 0.197199
0.907500 0.179781
0.922500 0.163993
0.937500 0.161752
0.952500 0.150752
0.967500 0.142501
0.982500 0.141381
0.997500 0.130278
1.012500 0.127018
1.027500 0.133436
1.042500 0.134149
1.057500 0.125796
1.072500 0.127833
1.087500 0.130889
1.102500 0.141890
1.117500 0.142603
1.132500 0.157271
1.147500 0.160937
1.162500 0.183347
1.177500 0.194144
1.192500 0.213089
1.207500 0.230304
1.222500 0.263510
1.237500 0.303133
1.252500 0.351822
1.267500 0.404992
1.282500 0.483118
1.297500 0.573773
1.312500 0.647621
1.327500 0.766287
1.342500 0.899824
1.357500 1.047112
1.372500 1.207948
1.387500 1.418185
1.402500 1.624756
1.417500 1.829391
1.432500 1.997051
1.447500 2.224502
1.462500 2.357327
1.477500 2.464483
1.492500 2.574898
1.507500 2.537618
1.522500 2.476604
1.537500 2.366392
1.552500 2.221650
1.567500 2.031072
1.582500 1.827252
1.597500 1.619357
1.612500 1.397202
1.627500 1.191447
1.642500 1.036417
1.657500 0.882712
1.672500 0.769139
1.687500 0.641713
1.702500 0.539039
1.717500 0.467635
1.732500 0.400612
1.747500 0.350599
1.762500 0.307105
1.777500 0.272371
1.792500 0.239471
1.807500 0.207793
1.822500 0.183143
1.837500 0.172346
1.852500 0.154419
1.867500 0.141381
1.882500 0.140871
1.897500 0.137204
1.912500 0.133436
1.927500 0.139343
1.942500 0.116119
1.957500 0.123861
1.972500 0.132213
1.987500 0.127222
2.002500 0.127222
2.017500 0.131704
2.032500 0.135778
2.047500 0.153807
2.062500 0.155233
2.077500 0.165521
2.092500 0.183143
2.107500 0.207487
2.122500 0.226026
2.137500 0.244971
2.152500 0.269010
2.167500 0.304253
2.182500 0.342145
2.197500 0.386556
2.212500 0.459487
2.227500 0.523964
2.242500 0.606571
2.257500 0.679401
2.272500 0.799594
2.287500 0.922844
2.302500 1.094986
2.317500 1.266721
2.332500 1.453429
2.347500 1.715105
2.362500 1.984217
2.377500 2.300795
2.392500 2.619920
2.407500 3.031431
2.422500 3.517095
2.437500 4.091581
2.452500 4.681040
2.467500 5.354737
2.482500 6.149136
2.497500 4.672178
2.512500 0.000000
2.527500 0.000000
2.542500 0.000000
2.557500 0.000000
2.572500 0.000000
2.587500 0.000000
2.602500 0.000000
2.617500 0.000000
2.632500 0.000000
2.647500 0.000000
2.662500 0.000000
2.677500 0.000000
2.692500 0.000000
2.707500 0.000000
2.722500 0.000000
2.737500 0.000000
2.752500 0.000000
2.767500 0.000000
2.782500 0.000000
2.797500 0.000000
2.812500 0.000000
2.827500 0.000000
2.842500 0.000000
2.857500 0.000000
2.872500 0.000000
2.887500 0.000000
2.902500 0.000000
2.917500 0.000000
2.932500 0.000000
2.947500 0.000000
2.962500 0.000000
2.977500 0.000000
2.992500 0.000000
