# r/sigma g(r) (rho2d=0.7353, n=100, samples=5000)
0.014577 0.000000
0.043732 0.000000
0.072887 0.000000
0.102042 0.000000
0.131196 0.000000
0.160351 0.000000
0.189506 0.000000
0.218660 0.000000
0.247815 0.000000
0.276970 0.000000
0.306125 0.000000
0.335279 0.000000
0.364434 0.000000
0.393589 0.000000
0.422744 0.000000
0.451898 0.000000
0.481053 0.000000
0.510208 0.000000
0.539362 0.000000
0.568517 0.000000
0.597672 0.000000
0.626827 0.000000
0.655981 0.000000
0.685136 0.000000
0.714291 0.000000
0.743445 0.000000
0.772600 0.000000
0.801755 0.000000
0.830910 0.000000
0.860064 0.000000
0.889219 0.000000
0.918374 0.000000
0.947529 0.000000
0.976683 0.000000
1.005838 2.838446
1.034993 3.473684
1.064147 3.071542
1.093302 2.710187
1.122457 2.402130
1.151612 2.140332
1.180766 1.907508
1.209921 1.708289
1.239076 1.541596
1.268231 1.377815
1.297385 1.261406
1.326540 1.134420
1.355695 1.038898
1.384849 0.965260
1.414004 0.877543
1.443159 0.821314
1.472314 0.759668
1.501468 0.719897
1.530623 0.682728
1.559778 0.652717
1.588933 0.624275
1.618087 0.608402
1.647242 0.594227
1.676397 0.594663
1.705551 0.590748
1.734706 0.597220
1.763861 0.608040
1.793016 0.640868
1.822170 0.667169
1.851325 0.704978
1.880480 0.749178
1.909635 0.804454
1.938789 0.863643
1.967944 0.932985
1.997099 1.036807
2.026253 1.167159
2.055408 1.269945
2.084563 1.312787
2.113718 1.349585
2.142872 1.357845
2.172027 1.356504
2.201182 1.327313
2.230336 1.296940
2.259491 1.269888
2.288646 1.227474
2.317801 1.198773
2.346955 1.157917
2.376110 1.117339
2.405265 1.082213
2.434420 1.041647
2.463574 1.003958
2.492729 0.974929
2.521884 0.943828
2.551038 0.914684
2.580193 0.897258
2.609348 0.871789
2.638503 0.856934
2.667657 0.846700
2.696812 0.837635
2.725967 0.828807
2.755122 0.837573
2.784276 0.838264
2.813431 0.849600
2.842586 0.856286
2.871740 0.866103
2.900895 0.893371
2.930050 0.911807
2.959205 0.940757
2.988359 0.972849
3.017514 0.999519
3.046669 1.025610
3.075824 1.050144
3.104978 1.074667
3.134133 1.089874
3.163288 1.097807
3.192442 1.107009
3.221597 1.112772
3.250752 1.120195
3.279907 1.109215
3.309061 1.103857
3.338216 1.091886
3.367371 1.082917
3.396526 1.069941
3.425680 1.065057
3.454835 1.045075
3.483990 1.025999
3.513144 1.016174
3.542299 0.998144
3.571454 0.988500
3.600609 0.973633
3.629763 0.963334
3.658918 0.953118
3.688073 0.944085
3.717227 0.938279
3.746382 0.937184
3.775537 0.930898
3.804692 0.934872
3.833846 0.936128
3.863001 0.938234
3.892156 0.937799
3.921311 0.946904
3.950465 0.953394
3.979620 0.961051
4.008775 0.976863
4.037929 0.982047
4.067084 0.997913
4.096239 1.005368
4.125394 1.012775
4.154548 1.024167
4.183703 1.029658
4.212858 1.033698
4.242013 1.034896
4.271167 1.047550
4.300322 1.054080
4.329477 1.046344
4.358631 1.045436
4.387786 1.041745
4.416941 1.032018
4.446096 1.030848
4.475250 1.024551
4.504405 1.015486
4.533560 1.018631
4.562715 1.010528
4.591869 0.997237
4.621024 0.992957
4.650179 0.992262
4.679333 0.985248
4.708488 0.985744
4.737643 0.979572
4.766798 0.975960
4.795952 0.976870
4.825107 0.975288
4.854262 0.971149
4.883417 0.972199
4.912571 0.973949
4.941726 0.972464
4.970881 0.975596
5.000035 0.978501
5.029190 0.986812
5.058345 0.983202
5.087500 0.991017
5.116654 0.990239
5.145809 0.998295
5.174964 1.009152
5.204118 1.006391
5.233273 1.012832
5.262428 1.014246
5.291583 1.015898
5.320737 1.020171
5.349892 1.016715
5.379047 1.019293
5.408202 1.014226
5.437356 1.016467
5.466511 1.014170
5.495666 1.013220
5.524820 1.011921
5.553975 1.007251
5.583130 1.006496
5.612285 1.002024
5.641439 1.002157
5.670594 0.996298
5.699749 0.996839
5.728904 0.996250
5.758058 0.998601
5.787213 0.989922
5.816368 0.987498
