# z	rho(z)
0.003750 0.000000
0.011250 0.000000
0.018750 0.000000
0.026250 0.000000
0.033750 0.000000
0.041250 0.000000
0.048750 0.000000
0.056250 0.000000
0.063750 0.000000
0.071250 0.000000
0.078750 0.000000
0.086250 0.000000
0.093750 0.000000
0.101250 0.000000
0.108750 0.000000
0.116250 0.000000
0.123750 0.000000
0.131250 0.000000
0.138750 0.000000
0.146250 0.000000
0.153750 0.000000
0.161250 0.000000
0.168750 0.000000
0.176250 0.000000
0.183750 0.000000
0.191250 0.000000
0.198750 0.000000
0.206250 0.000000
0.213750 0.000000
0.221250 0.000000
0.228750 0.000000
0.236250 0.000000
0.243750 0.000000
0.251250 0.000000
0.258750 0.000000
0.266250 0.000000
0.273750 0.000000
0.281250 0.000000
0.288750 0.000000
0.296250 0.000000
0.303750 0.000000
0.311250 0.000000
0.318750 0.000000
0.326250 0.000000
0.333750 0.000000
0.341250 0.000000
0.348750 0.000000
0.356250 0.000000
0.363750 0.000000
0.371250 0.000000
0.378750 0.000000
0.386250 0.000000
0.393750 0.000000
0.401250 0.000000
0.408750 0.000000
0.416250 0.000000
0.423750 0.000000
0.431250 0.000000
0.438750 0.000000
0.446250 0.000000
0.453750 0.000000
0.461250 0.000000
0.468750 0.000000
0.476250 0.000000
0.483750 0.000000
0.491250 0.000000
0.498750 4.143066
0.506250 11.110375
0.513750 9.418353
0.521250 7.836568
0.528750 6.622746
0.536250 5.601067
0.543750 4.648670
0.551250 3.941378
0.558750 3.344321
0.566250 2.806076
0.573750 2.418713
0.581250 2.072918
0.588750 1.756992
0.596250 1.491257
0.603750 1.263088
0.611250 1.128219
0.618750 0.939156
0.626250 0.798437
0.633750 0.748862
0.641250 0.614609
0.648750 0.564726
0.656250 0.478200
0.663750 0.458493
0.671250 0.395062
0.678750 0.348566
0.686250 0.329782
0.693750 0.312847
0.701250 0.289445
0.708750 0.266351
0.716250 0.260193
0.723750 0.246952
0.731250 0.239254
0.738750 0.230940
0.746250 0.234019
0.753750 0.230016
0.761250 0.235867
0.768750 0.246028
0.776250 0.240486
0.783750 0.247876
0.791250 0.291600
0.798750 0.285750
0.806250 0.289445
0.813750 0.349181
0.821250 0.347642
0.828750 0.373815
0.836250 0.442481
0.843750 0.491133
0.851250 0.529931
0.858750 0.610914
0.866250 0.673421
0.873750 0.815988
0.881250 0.904361
0.888750 1.025374
0.896250 1.255698
0.903750 1.467239
0.911250 1.685247
0.918750 2.015029
0.926250 2.342964
0.933750 2.764815
0.941250 3.294130
0.948750 3.908122
0.956250 4.595092
0.963750 5.479131
0.971250 6.673553
0.978750 7.884603
0.986250 9.418353
0.993750 11.085125
1.001250 4.099957
1.008750 0.000000
1.016250 0.000000
1.023750 0.000000
1.031250 0.000000
1.038750 0.000000
1.046250 0.000000
1.053750 0.000000
1.061250 0.000000
1.068750 0.000000
1.076250 0.000000
1.083750 0.000000
1.091250 0.000000
1.098750 0.000000
1.106250 0.000000
1.113750 0.000000
1.121250 0.000000
1.128750 0.000000
1.136250 0.000000
1.143750 0.000000
1.151250 0.000000
1.158750 0.000000
1.166250 0.000000
1.173750 0.000000
1.181250 0.000000
1.188750 0.000000
1.196250 0.000000
1.203750 0.000000
1.211250 0.000000
1.218750 0.000000
1.226250 0.000000
1.233750 0.000000
1.241250 0.000000
1.248750 0.000000
1.256250 0.000000
1.263750 0.000000
1.271250 0.000000
1.278750 0.000000
1.286250 0.000000
1.293750 0.000000
1.301250 0.000000
1.308750 0.000000
1.316250 0.000000
1.323750 0.000000
1.331250 0.000000
1.338750 0.000000
1.346250 0.000000
1.353750 0.000000
1.361250 0.000000
1.368750 0.000000
1.376250 0.000000
1.383750 0.000000
1.391250 0.000000
1.398750 0.000000
1.406250 0.000000
1.413750 0.000000
1.421250 0.000000
1.428750 0.000000
1.436250 0.000000
1.443750 0.000000
1.451250 0.000000
1.458750 0.000000
1.466250 0.000000
1.473750 0.000000
1.481250 0.000000
1.488750 0.000000
1.496250 0.000000
