# z	rho(z)
0.011250 0.000000
0.033750 0.000000
0.056250 0.000000
0.078750 0.000000
0.101250 0.000000
0.123750 0.000000
0.146250 0.000000
0.168750 0.000000
0.191250 0.000000
0.213750 0.000000
0.236250 0.000000
0.258750 0.000000
0.281250 0.000000
0.303750 0.000000
0.326250 0.000000
0.348750 0.000000
0.371250 0.000000
0.393750 0.000000
0.416250 0.000000
0.438750 0.000000
0.461250 0.000000
0.483750 0.000000
0.506250 4.833701
0.528750 5.057461
0.551250 3.954555
0.573750 3.202834
0.596250 2.570289
0.618750 2.084497
0.641250 1.722693
0.663750 1.411233
0.686250 1.176626
0.708750 0.978154
0.731250 0.834914
0.753750 0.717190
0.776250 0.638886
0.798750 0.555616
0.821250 0.494195
0.843750 0.454241
0.866250 0.413828
0.888750 0.375173
0.911250 0.344768
0.933750 0.338427
0.956250 0.332316
0.978750 0.317571
1.001250 0.305807
1.023750 0.315280
1.046250 0.309932
1.068750 0.312606
1.091250 0.313752
1.113750 0.329413
1.136250 0.352178
1.158750 0.369061
1.181250 0.399390
1.203750 0.443469
1.226250 0.472041
1.248750 0.512912
1.271250 0.584646
1.293750 0.656304
1.316250 0.749352
1.338750 0.829337
1.361250 0.938429
1.383750 1.070514
1.406250 1.184953
1.428750 1.276397
1.451250 1.378995
1.473750 1.383044
1.496250 1.417345
1.518750 1.408407
1.541250 1.340645
1.563750 1.272119
1.586250 1.196183
1.608750 1.098322
1.631250 1.026435
1.653750 0.937817
1.676250 0.880674
1.698750 0.818031
1.721250 0.780521
1.743750 0.745151
1.766250 0.711079
1.788750 0.671889
1.811250 0.658902
1.833750 0.627809
1.856250 0.644921
1.878750 0.638046
1.901250 0.649581
1.923750 0.653019
1.946250 0.665777
1.968750 0.664326
1.991250 0.701606
2.013750 0.704051
2.036250 0.733921
2.058750 0.746449
2.081250 0.776625
2.103750 0.791828
2.126250 0.816121
2.148750 0.818871
2.171250 0.835296
2.193750 0.860735
2.216250 0.869903
2.238750 0.869215
2.261250 0.854166
2.283750 0.857221
2.306250 0.856075
2.328750 0.855464
2.351250 0.839803
2.373750 0.832164
2.396250 0.810697
2.418750 0.806495
2.441250 0.777695
2.463750 0.771889
2.486250 0.735449
2.508750 0.706342
2.531250 0.693585
2.553750 0.672882
2.576250 0.663485
2.598750 0.653172
2.621250 0.663944
2.643750 0.655693
2.666250 0.660659
2.688750 0.679146
2.711250 0.667381
2.733750 0.701377
2.756250 0.726434
2.778750 0.770819
2.801250 0.809398
2.823750 0.852179
2.846250 0.934456
2.868750 0.994349
2.891250 1.054395
2.913750 1.149659
2.936250 1.236137
2.958750 1.320171
2.981250 1.379530
3.003750 1.399010
3.026250 1.378460
3.048750 1.341944
3.071250 1.263105
3.093750 1.176703
3.116250 1.068070
3.138750 0.962569
3.161250 0.850881
3.183750 0.744463
3.206250 0.667458
3.228750 0.600613
3.251250 0.536747
3.273750 0.486174
3.296250 0.448206
3.318750 0.407182
3.341250 0.379069
3.363750 0.355310
3.386250 0.334684
3.408750 0.330558
3.431250 0.316960
3.453750 0.311002
3.476250 0.313293
3.498750 0.314516
3.521250 0.311460
3.543750 0.331322
3.566250 0.341254
3.588750 0.361269
3.611250 0.392285
3.633750 0.419405
3.656250 0.445074
3.678750 0.500842
3.701250 0.551797
3.723750 0.628115
3.746250 0.728038
3.768750 0.828039
3.791250 0.992821
3.813750 1.167077
3.836250 1.405962
3.858750 1.701150
3.881250 2.076628
3.903750 2.578234
3.926250 3.174034
3.948750 4.001919
3.971250 5.030952
3.993750 4.863190
4.016250 0.000000
4.038750 0.000000
4.061250 0.000000
4.083750 0.000000
4.106250 0.000000
4.128750 0.000000
4.151250 0.000000
4.173750 0.000000
4.196250 0.000000
4.218750 0.000000
4.241250 0.000000
4.263750 0.000000
4.286250 0.000000
4.308750 0.000000
4.331250 0.000000
4.353750 0.000000
4.376250 0.000000
4.398750 0.000000
4.421250 0.000000
4.443750 0.000000
4.466250 0.000000
4.488750 0.000000
