# z	rho(z)
0.010000 0.000000
0.030000 0.000000
0.050000 0.000000
0.070000 0.000000
0.090000 0.000000
0.110000 0.000000
0.130000 0.000000
0.150000 0.000000
0.170000 0.000000
0.190000 0.000000
0.210000 0.000000
0.230000 0.000000
0.250000 0.000000
0.270000 0.000000
0.290000 0.000000
0.310000 0.000000
0.330000 0.000000
0.350000 0.000000
0.370000 0.000000
0.390000 0.000000
0.410000 0.000000
0.430000 0.000000
0.450000 0.000000
0.470000 0.000000
0.490000 0.000000
0.510000 2.866617
0.530000 2.559700
0.550000 2.295859
0.570000 2.058082
0.590000 1.836450
0.610000 1.661131
0.630000 1.490727
0.650000 1.342916
0.670000 1.220893
0.690000 1.106347
0.710000 1.004120
0.730000 0.919918
0.750000 0.847943
0.770000 0.771579
0.790000 0.713017
0.810000 0.660368
0.830000 0.617522
0.850000 0.576516
0.870000 0.539302
0.890000 0.507119
0.910000 0.478792
0.930000 0.456544
0.950000 0.438038
0.970000 0.422121
0.990000 0.404313
1.010000 0.394533
1.030000 0.384959
1.050000 0.381223
1.070000 0.374508
1.090000 0.374044
1.110000 0.371174
1.130000 0.373666
1.150000 0.376834
1.170000 0.382524
1.190000 0.392075
1.210000 0.399294
1.230000 0.413842
1.250000 0.429587
1.270000 0.447772
1.290000 0.467516
1.310000 0.490681
1.330000 0.520372
1.350000 0.547037
1.370000 0.584789
1.390000 0.618474
1.410000 0.660701
1.430000 0.698699
1.450000 0.742691
1.470000 0.779543
1.490000 0.816327
1.510000 0.851215
1.530000 0.862599
1.550000 0.870718
1.570000 0.865413
1.590000 0.861454
1.610000 0.838398
1.630000 0.815915
1.650000 0.796136
1.670000 0.767299
1.690000 0.744811
1.710000 0.716690
1.730000 0.691021
1.750000 0.668435
1.770000 0.641988
1.790000 0.619894
1.810000 0.601657
1.830000 0.582223
1.850000 0.568884
1.870000 0.555213
1.890000 0.544860
1.910000 0.534254
1.930000 0.530353
1.950000 0.522497
1.970000 0.518699
1.990000 0.517639
2.010000 0.514510
2.030000 0.516252
2.050000 0.520601
2.070000 0.528210
2.090000 0.538368
2.110000 0.541949
2.130000 0.552612
2.150000 0.569807
2.170000 0.580401
2.190000 0.604001
2.210000 0.621843
2.230000 0.646554
2.250000 0.664889
2.270000 0.687996
2.290000 0.712971
2.310000 0.739219
2.330000 0.769471
2.350000 0.789341
2.370000 0.820235
2.390000 0.839343
2.410000 0.854704
2.430000 0.867510
2.450000 0.873692
2.470000 0.865779
2.490000 0.846018
2.510000 0.816625
2.530000 0.780065
2.550000 0.738732
2.570000 0.699140
2.590000 0.663617
2.610000 0.618147
2.630000 0.583678
2.650000 0.549770
2.670000 0.514144
2.690000 0.492875
2.710000 0.470014
2.730000 0.446689
2.750000 0.431271
2.770000 0.415669
2.790000 0.400383
2.810000 0.390562
2.830000 0.380083
2.850000 0.379012
2.870000 0.373815
2.890000 0.372451
2.910000 0.371643
2.930000 0.374147
2.950000 0.377929
2.970000 0.387297
2.990000 0.394413
3.010000 0.408462
3.030000 0.421823
3.050000 0.435706
3.070000 0.458469
3.090000 0.478924
3.110000 0.504484
3.130000 0.536460
3.150000 0.573485
3.170000 0.610063
3.190000 0.663731
3.210000 0.716850
3.230000 0.774077
3.250000 0.847817
3.270000 0.920508
3.290000 1.010932
3.310000 1.105637
3.330000 1.221019
3.350000 1.346783
3.370000 1.496148
3.390000 1.650267
3.410000 1.842873
3.430000 2.057211
3.450000 2.287356
3.470000 2.557787
3.490000 2.869172
3.510000 0.000000
3.530000 0.000000
3.550000 0.000000
3.570000 0.000000
3.590000 0.000000
3.610000 0.000000
3.630000 0.000000
3.650000 0.000000
3.670000 0.000000
3.690000 0.000000
3.710000 0.000000
3.730000 0.000000
3.750000 0.000000
3.770000 0.000000
3.790000 0.000000
3.810000 0.000000
3.830000 0.000000
3.850000 0.000000
3.870000 0.000000
3.890000 0.000000
3.910000 0.000000
3.930000 0.000000
3.950000 0.000000
3.970000 0.000000
3.990000 0.000000
