# z	rho(z)
0.011250 0.000000
0.033750 0.000000
0.056250 0.000000
0.078750 0.000000
0.101250 0.000000
0.123750 0.000000
0.146250 0.000000
0.168750 0.000000
0.191250 0.000000
0.213750 0.000000
0.236250 0.000000
0.258750 0.000000
0.281250 0.000000
0.303750 0.000000
0.326250 0.000000
0.348750 0.000000
0.371250 0.000000
0.393750 0.000000
0.416250 0.000000
0.438750 0.000000
0.461250 0.000000
0.483750 0.000000
0.506250 4.820706
0.528750 5.028996
0.551250 3.987931
0.573750 3.177815
0.596250 2.553314
0.618750 2.074031
0.641250 1.696031
0.663750 1.404335
0.686250 1.177451
0.708750 0.996595
0.731250 0.845319
0.753750 0.726770
0.776250 0.636212
0.798750 0.563271
0.821250 0.502812
0.843750 0.452026
0.866250 0.415914
0.888750 0.386235
0.911250 0.361116
0.933750 0.342354
0.956250 0.329183
0.978750 0.321170
1.001250 0.313805
1.023750 0.309031
1.046250 0.312927
1.068750 0.316800
1.091250 0.325570
1.113750 0.338801
1.136250 0.356983
1.158750 0.376915
1.181250 0.411216
1.203750 0.441262
1.226250 0.479505
1.248750 0.528672
1.271250 0.594814
1.293750 0.665907
1.316250 0.744776
1.338750 0.836534
1.361250 0.944127
1.383750 1.056420
1.406250 1.172356
1.428750 1.254602
1.451250 1.334602
1.473750 1.374640
1.496250 1.392738
1.518750 1.376703
1.541250 1.325962
1.563750 1.250866
1.586250 1.163081
1.608750 1.088864
1.631250 1.011966
1.653750 0.943898
1.676250 0.880636
1.698750 0.828054
1.721250 0.785586
1.743750 0.749161
1.766250 0.717022
1.788750 0.694303
1.811250 0.678481
1.833750 0.661995
1.856250 0.657565
1.878750 0.657053
1.901250 0.655456
1.923750 0.672614
1.946250 0.677794
1.968750 0.690506
1.991250 0.711629
2.013750 0.724700
2.036250 0.743172
2.058750 0.757664
2.081250 0.777794
2.103750 0.796251
2.126250 0.809582
2.148750 0.825258
2.171250 0.836488
2.193750 0.847489
2.216250 0.850758
2.238750 0.858436
2.261250 0.859345
2.283750 0.852584
2.306250 0.849612
2.328750 0.836793
2.351250 0.819070
2.373750 0.809375
2.396250 0.791667
2.418750 0.780262
2.441250 0.754433
2.463750 0.745617
2.486250 0.716992
2.508750 0.704073
2.531250 0.689841
2.553750 0.682584
2.576250 0.665670
2.598750 0.663837
2.621250 0.657778
2.643750 0.659467
2.666250 0.667137
2.688750 0.675533
2.711250 0.696342
2.733750 0.717160
2.756250 0.745540
2.778750 0.785770
2.801250 0.826816
2.823750 0.880713
2.846250 0.936832
2.868750 1.006702
2.891250 1.080957
2.913750 1.170232
2.936250 1.253983
2.958750 1.328712
2.981250 1.378353
3.003750 1.393907
3.026250 1.380179
3.048750 1.341462
3.071250 1.265595
3.093750 1.171317
3.116250 1.058887
3.138750 0.951125
3.161250 0.838314
3.183750 0.746747
3.206250 0.657885
3.228750 0.584654
3.251250 0.527839
3.273750 0.477029
3.296250 0.441262
3.318750 0.405692
3.341250 0.381552
3.363750 0.355241
3.386250 0.337686
3.408750 0.329359
3.431250 0.317121
3.453750 0.312506
3.476250 0.314508
3.498750 0.314187
3.521250 0.320979
3.543750 0.328351
3.566250 0.341941
3.588750 0.359382
3.611250 0.382209
3.633750 0.417472
3.656250 0.453263
3.678750 0.500979
3.701250 0.563233
3.723750 0.638359
3.746250 0.731598
3.768750 0.845472
3.791250 0.994181
3.813750 1.174395
3.836250 1.402654
3.858750 1.710821
3.881250 2.071479
3.903750 2.562726
3.926250 3.172139
3.948750 3.992798
3.971250 5.025993
3.993750 4.815107
4.016250 0.000000
4.038750 0.000000
4.061250 0.000000
4.083750 0.000000
4.106250 0.000000
4.128750 0.000000
4.151250 0.000000
4.173750 0.000000
4.196250 0.000000
4.218750 0.000000
4.241250 0.000000
4.263750 0.000000
4.286250 0.000000
4.308750 0.000000
4.331250 0.000000
4.353750 0.000000
4.376250 0.000000
4.398750 0.000000
4.421250 0.000000
4.443750 0.000000
4.466250 0.000000
4.488750 0.000000
