# z	rho(z)
0.012500 0.000000
0.037500 0.000000
0.062500 0.000000
0.087500 0.000000
0.112500 0.000000
0.137500 0.000000
0.162500 0.000000
0.187500 0.000000
0.212500 0.000000
0.237500 0.000000
0.262500 0.000000
0.287500 0.000000
0.312500 0.000000
0.337500 0.000000
0.362500 0.000000
0.387500 0.000000
0.412500 0.000000
0.437500 0.000000
0.462500 0.000000
0.487500 0.000000
0.512500 5.701917
0.537500 4.510654
0.562500 3.582804
0.587500 2.862980
0.612500 2.312775
0.637500 1.862758
0.662500 1.518671
0.687500 1.245803
0.712500 1.032467
0.737500 0.856540
0.762500 0.722306
0.787500 0.616374
0.812500 0.527561
0.837500 0.458385
0.862500 0.396157
0.887500 0.358033
0.912500 0.321034
0.937500 0.296917
0.962500 0.274396
0.987500 0.260321
1.012500 0.250971
1.037500 0.245782
1.062500 0.244291
1.087500 0.248062
1.112500 0.254534
1.137500 0.271726
1.162500 0.286302
1.187500 0.314708
1.212500 0.351677
1.237500 0.398559
1.262500 0.456863
1.287500 0.533942
1.312500 0.626483
1.337500 0.744717
1.362500 0.895311
1.387500 1.045197
1.412500 1.217519
1.437500 1.373442
1.462500 1.505776
1.487500 1.589516
1.512500 1.633330
1.537500 1.615234
1.562500 1.536120
1.587500 1.444135
1.612500 1.336040
1.637500 1.226331
1.662500 1.109809
1.687500 1.004922
1.712500 0.910456
1.737500 0.821356
1.762500 0.744228
1.787500 0.677563
1.812500 0.618917
1.837500 0.569077
1.862500 0.526321
1.887500 0.493972
1.912500 0.465560
1.937500 0.445728
1.962500 0.434580
1.987500 0.427271
2.012500 0.423182
2.037500 0.425724
2.062500 0.435375
2.087500 0.446363
2.112500 0.466305
2.137500 0.499173
2.162500 0.532420
2.187500 0.572756
2.212500 0.625792
2.237500 0.679073
2.262500 0.748934
2.287500 0.822058
2.312500 0.900567
2.337500 0.980256
2.362500 1.058386
2.387500 1.130686
2.412500 1.194258
2.437500 1.252385
2.462500 1.291933
2.487500 1.310396
2.512500 1.315071
2.537500 1.294781
2.562500 1.254231
2.587500 1.199862
2.612500 1.128320
2.637500 1.050215
2.662500 0.971492
2.687500 0.893246
2.712500 0.817365
2.737500 0.741135
2.762500 0.677808
2.787500 0.615445
2.812500 0.566590
2.837500 0.529315
2.862500 0.494162
2.887500 0.463225
2.912500 0.444200
2.937500 0.433559
2.962500 0.425938
2.987500 0.425456
3.012500 0.425034
3.037500 0.435430
3.062500 0.449725
3.087500 0.471200
3.112500 0.500958
3.137500 0.531528
3.162500 0.571528
3.187500 0.620273
3.212500 0.683754
3.237500 0.752368
3.262500 0.824540
3.287500 0.916433
3.312500 1.006566
3.337500 1.114765
3.362500 1.224394
3.387500 1.345409
3.412500 1.446207
3.437500 1.537299
3.462500 1.605345
3.487500 1.632108
3.512500 1.589021
3.537500 1.502470
3.562500 1.366787
3.587500 1.206102
3.612500 1.045973
3.637500 0.885545
3.662500 0.741313
3.687500 0.625114
3.712500 0.531601
3.737500 0.461581
3.762500 0.396896
3.787500 0.348707
3.812500 0.316089
3.837500 0.291930
3.862500 0.266989
3.887500 0.254460
3.912500 0.249162
3.937500 0.242549
3.962500 0.246363
3.987500 0.253348
4.012500 0.260505
4.037500 0.273950
4.062500 0.302467
4.087500 0.324383
4.112500 0.358656
4.137500 0.405764
4.162500 0.460713
4.187500 0.528435
4.212500 0.611057
4.237500 0.723626
4.262500 0.858184
4.287500 1.031868
4.312500 1.244910
4.337500 1.518176
4.362500 1.862415
4.387500 2.306041
4.412500 2.868847
4.437500 3.579846
4.462500 4.504304
4.487500 5.695121
4.512500 0.000000
4.537500 0.000000
4.562500 0.000000
4.587500 0.000000
4.612500 0.000000
4.637500 0.000000
4.662500 0.000000
4.687500 0.000000
4.712500 0.000000
4.737500 0.000000
4.762500 0.000000
4.787500 0.000000
4.812500 0.000000
4.837500 0.000000
4.862500 0.000000
4.887500 0.000000
4.912500 0.000000
4.937500 0.000000
4.962500 0.000000
4.987500 0.000000
