# z	rho(z)
0.010000 0.000000
0.030000 0.000000
0.050000 0.000000
0.070000 0.000000
0.090000 0.000000
0.110000 0.000000
0.130000 0.000000
0.150000 0.000000
0.170000 0.000000
0.190000 0.000000
0.210000 0.000000
0.230000 0.000000
0.250000 0.000000
0.270000 0.000000
0.290000 0.000000
0.310000 0.000000
0.330000 0.000000
0.350000 0.000000
0.370000 0.000000
0.390000 0.000000
0.410000 0.000000
0.430000 0.000000
0.450000 0.000000
0.470000 0.000000
0.490000 0.000000
0.510000 4.285946
0.530000 3.688384
0.550000 3.187447
0.570000 2.751143
0.590000 2.378996
0.610000 2.059503
0.630000 1.790947
0.650000 1.553633
0.670000 1.368138
0.690000 1.196086
0.710000 1.052068
0.730000 0.927208
0.750000 0.827943
0.770000 0.740162
0.790000 0.659734
0.810000 0.596372
0.830000 0.540075
0.850000 0.495870
0.870000 0.454674
0.890000 0.420295
0.910000 0.390222
0.930000 0.367053
0.950000 0.346565
0.970000 0.333624
0.990000 0.316899
1.010000 0.310482
1.030000 0.306104
1.050000 0.299914
1.070000 0.303784
1.090000 0.300870
1.110000 0.305128
1.130000 0.313530
1.150000 0.328724
1.170000 0.341244
1.190000 0.355228
1.210000 0.382407
1.230000 0.404988
1.250000 0.442033
1.270000 0.472575
1.290000 0.518564
1.310000 0.571793
1.330000 0.625957
1.350000 0.698538
1.370000 0.776065
1.390000 0.848752
1.410000 0.939461
1.430000 1.022563
1.450000 1.103920
1.470000 1.174308
1.490000 1.244969
1.510000 1.282730
1.530000 1.295351
1.550000 1.277951
1.570000 1.246353
1.590000 1.199562
1.610000 1.129742
1.630000 1.073218
1.650000 1.006393
1.670000 0.937489
1.690000 0.876346
1.710000 0.814280
1.730000 0.764039
1.750000 0.708859
1.770000 0.660469
1.790000 0.615042
1.810000 0.581579
1.830000 0.545991
1.850000 0.518865
1.870000 0.494099
1.890000 0.471752
1.910000 0.461338
1.930000 0.441612
1.950000 0.436204
1.970000 0.430034
1.990000 0.423905
2.010000 0.427113
2.030000 0.428504
2.050000 0.434620
2.070000 0.448437
2.090000 0.461873
2.110000 0.476813
2.130000 0.498183
2.150000 0.521325
2.170000 0.549386
2.190000 0.582455
2.210000 0.618812
2.230000 0.662548
2.250000 0.708551
2.270000 0.760757
2.290000 0.819681
2.310000 0.878498
2.330000 0.939648
2.350000 1.007877
2.370000 1.071901
2.390000 1.137917
2.410000 1.196005
2.430000 1.240605
2.450000 1.277503
2.470000 1.300411
2.490000 1.281139
2.510000 1.243392
2.530000 1.172997
2.550000 1.109962
2.570000 1.019247
2.590000 0.939334
2.610000 0.852007
2.630000 0.768531
2.650000 0.693538
2.670000 0.627127
2.690000 0.566953
2.710000 0.514801
2.730000 0.469961
2.750000 0.436338
2.770000 0.403116
2.790000 0.380014
2.810000 0.355943
2.830000 0.338891
2.850000 0.323905
2.870000 0.314834
2.890000 0.307273
2.910000 0.302441
2.930000 0.300983
2.950000 0.303470
2.970000 0.309526
2.990000 0.310596
3.010000 0.320101
3.030000 0.334613
3.050000 0.352862
3.070000 0.371090
3.090000 0.394279
3.110000 0.421064
3.130000 0.454406
3.150000 0.492147
3.170000 0.542247
3.190000 0.596933
3.210000 0.660236
3.230000 0.737455
3.250000 0.826673
3.270000 0.936473
3.290000 1.052014
3.310000 1.203419
3.330000 1.367603
3.350000 1.564188
3.370000 1.797758
3.390000 2.063822
3.410000 2.379792
3.430000 2.744244
3.450000 3.177909
3.470000 3.692749
3.490000 4.296247
3.510000 0.000000
3.530000 0.000000
3.550000 0.000000
3.570000 0.000000
3.590000 0.000000
3.610000 0.000000
3.630000 0.000000
3.650000 0.000000
3.670000 0.000000
3.690000 0.000000
3.710000 0.000000
3.730000 0.000000
3.750000 0.000000
3.770000 0.000000
3.790000 0.000000
3.810000 0.000000
3.830000 0.000000
3.850000 0.000000
3.870000 0.000000
3.890000 0.000000
3.910000 0.000000
3.930000 0.000000
3.950000 0.000000
3.970000 0.000000
3.990000 0.000000
