# r/sigma g(r) (rho2d=1.1547, n=100, samples=5000)
0.010825 0.000000
0.032476 0.000000
0.054127 0.000000
0.075777 0.000000
0.097428 0.000000
0.119078 0.000000
0.140729 0.000000
0.162380 0.000000
0.184030 0.000000
0.205681 0.000000
0.227332 0.000000
0.248982 0.000000
0.270633 0.000000
0.292284 0.000000
0.313934 0.000000
0.335585 0.000000
0.357235 0.000000
0.378886 0.000000
0.400537 0.000000
0.422187 0.000000
0.443838 0.000000
0.465489 0.000000
0.487139 0.000000
0.508790 0.000000
0.530441 0.000000
0.552091 0.000000
0.573742 0.000000
0.595392 0.000000
0.617043 0.000000
0.638694 0.000000
0.660344 0.000000
0.681995 0.000000
0.703646 0.000000
0.725296 0.000000
0.746947 0.000000
0.768598 0.000000
0.790248 0.000000
0.811899 0.000000
0.833549 0.000000
0.855200 0.000000
0.876851 0.482316
0.898501 2.238064
0.920152 3.672136
0.941803 4.145980
0.963453 3.875091
0.985104 3.474530
1.006755 6.176502
1.028405 4.731416
1.050056 3.233687
1.071706 2.182184
1.093357 1.440748
1.115008 0.941323
1.136658 0.602825
1.158309 0.385212
1.179960 0.239248
1.201610 0.145718
1.223261 0.094052
1.244912 0.056988
1.266562 0.034581
1.288213 0.020341
1.309863 0.011703
1.331514 0.007325
1.353165 0.005420
1.374815 0.004983
1.396466 0.006875
1.418117 0.012552
1.439767 0.025363
1.461418 0.051333
1.483068 0.098850
1.504719 0.175478
1.526370 0.283815
1.548020 0.407711
1.569671 0.549360
1.591322 0.680641
1.612972 0.808872
1.634623 0.938193
1.656274 1.124478
1.677924 1.408458
1.699575 1.770336
1.721225 2.124959
1.742876 2.313764
1.764527 2.258820
1.786177 2.023038
1.807828 1.733052
1.829479 1.473092
1.851129 1.297857
1.872780 1.225540
1.894431 1.306703
1.916081 1.536621
1.937732 1.771953
1.959382 1.933322
1.981033 1.939431
2.002684 1.904998
2.024334 1.803739
2.045985 1.570950
2.067636 1.272319
2.089286 0.985861
2.110937 0.738248
2.132588 0.533061
2.154238 0.376752
2.175889 0.256966
2.197539 0.168661
2.219190 0.110216
2.240841 0.072422
2.262491 0.050626
2.284142 0.039666
2.305793 0.041481
2.327443 0.053972
2.349094 0.079221
2.370745 0.123643
2.392395 0.181513
2.414046 0.257059
2.435696 0.347341
2.457347 0.465545
2.478998 0.601428
2.500648 0.788786
2.522299 1.021803
2.543950 1.313315
2.565600 1.640978
2.587251 1.969211
2.608902 2.280273
2.630552 2.501492
2.652203 2.593091
2.673853 2.529943
2.695504 2.324175
2.717155 2.022813
2.738805 1.661289
2.760456 1.323240
2.782107 1.040392
2.803757 0.831801
2.825408 0.712731
2.847059 0.668681
2.868709 0.695644
2.890360 0.761840
2.912010 0.862171
2.933661 0.961802
2.955312 1.046652
2.976962 1.098054
2.998613 1.108163
3.020264 1.068374
3.041914 0.983243
3.063565 0.862543
3.085215 0.725238
3.106866 0.588994
3.128517 0.465551
3.150167 0.360199
3.171818 0.283645
3.193469 0.226869
3.215119 0.199584
3.236770 0.198942
3.258421 0.223605
3.280071 0.277389
3.301722 0.357447
3.323372 0.460621
3.345023 0.587970
3.366674 0.741054
3.388324 0.899540
3.409975 1.078864
3.431626 1.265661
3.453276 1.459577
3.474927 1.641323
3.496578 1.812494
3.518228 1.971142
3.539879 2.088537
3.561529 2.149128
3.583180 2.168776
3.604831 2.117054
3.626481 1.995701
3.648132 1.816618
3.669783 1.591859
3.691433 1.344874
3.713084 1.100633
3.734735 0.875315
3.756385 0.694170
3.778036 0.555488
3.799686 0.465917
3.821337 0.421781
3.842988 0.419836
3.864638 0.455253
3.886289 0.510031
3.907940 0.585777
3.929590 0.658052
3.951241 0.723321
3.972892 0.768432
3.994542 0.791297
4.016193 0.787430
4.037843 0.753296
4.059494 0.703229
4.081145 0.640254
4.102795 0.590443
4.124446 0.547712
4.146097 0.533956
4.167747 0.548076
4.189398 0.592856
4.211049 0.670416
4.232699 0.774538
4.254350 0.905769
4.276000 1.057313
4.297651 1.203235
4.319302 1.344410
