# z	rho(z)
0.011250 0.000000
0.033750 0.000000
0.056250 0.000000
0.078750 0.000000
0.101250 0.000000
0.123750 0.000000
0.146250 0.000000
0.168750 0.000000
0.191250 0.000000
0.213750 0.000000
0.236250 0.000000
0.258750 0.000000
0.281250 0.000000
0.303750 0.000000
0.326250 0.000000
0.348750 0.000000
0.371250 0.000000
0.393750 0.000000
0.416250 0.000000
0.438750 0.000000
0.461250 0.000000
0.483750 0.000000
0.506250 8.252533
0.528750 7.877333
0.551250 5.608622
0.573750 3.952089
0.596250 2.794844
0.618750 2.009422
0.641250 1.447022
0.663750 1.051644
0.686250 0.768800
0.708750 0.571111
0.731250 0.426222
0.753750 0.333067
0.776250 0.260000
0.798750 0.210400
0.821250 0.176978
0.843750 0.146933
0.866250 0.125244
0.888750 0.120533
0.911250 0.114222
0.933750 0.103556
0.956250 0.097333
0.978750 0.104444
1.001250 0.101689
1.023750 0.116267
1.046250 0.120178
1.068750 0.134578
1.091250 0.153244
1.113750 0.191111
1.136250 0.225867
1.158750 0.272533
1.181250 0.346311
1.203750 0.443911
1.226250 0.595733
1.248750 0.773867
1.271250 1.019111
1.293750 1.302667
1.316250 1.622400
1.338750 1.972978
1.361250 2.334578
1.383750 2.651467
1.406250 2.809244
1.428750 2.787467
1.451250 2.560622
1.473750 2.270667
1.496250 1.972000
1.518750 1.635644
1.541250 1.302578
1.563750 1.048089
1.586250 0.840622
1.608750 0.667111
1.631250 0.512444
1.653750 0.427644
1.676250 0.340089
1.698750 0.304178
1.721250 0.261511
1.743750 0.225511
1.766250 0.200267
1.788750 0.194933
1.811250 0.180978
1.833750 0.179556
1.856250 0.187822
1.878750 0.206489
1.901250 0.211200
1.923750 0.249778
1.946250 0.283022
1.968750 0.353422
1.991250 0.403200
2.013750 0.513156
2.036250 0.622400
2.058750 0.773511
2.081250 0.956356
2.103750 1.156267
2.126250 1.396800
2.148750 1.647111
2.171250 1.880178
2.193750 2.091111
2.216250 2.274844
2.238750 2.349778
2.261250 2.299111
2.283750 2.200267
2.306250 2.035022
2.328750 1.776089
2.351250 1.523556
2.373750 1.275378
2.396250 1.069333
2.418750 0.864533
2.441250 0.701422
2.463750 0.579200
2.486250 0.495911
2.508750 0.412089
2.531250 0.334400
2.553750 0.293511
2.576250 0.250044
2.598750 0.221067
2.621250 0.206133
2.643750 0.193778
2.666250 0.190311
2.688750 0.188089
2.711250 0.195556
2.733750 0.211200
2.756250 0.237867
2.778750 0.257600
2.801250 0.301956
2.823750 0.359200
2.846250 0.439200
2.868750 0.555644
2.891250 0.679111
2.913750 0.863467
2.936250 1.082933
2.958750 1.344711
2.981250 1.660089
3.003750 2.036533
3.026250 2.357244
3.048750 2.678044
3.071250 2.801333
3.093750 2.809067
3.116250 2.622489
3.138750 2.292444
3.161250 1.931467
3.183750 1.564800
3.206250 1.228000
3.228750 0.965511
3.251250 0.731733
3.273750 0.558489
3.296250 0.421600
3.318750 0.320267
3.341250 0.259022
3.363750 0.201067
3.386250 0.172800
3.408750 0.145956
3.431250 0.124000
3.453750 0.102578
3.476250 0.093867
3.498750 0.091378
3.521250 0.090756
3.543750 0.089689
3.566250 0.097956
3.588750 0.108978
3.611250 0.118133
3.633750 0.122222
3.656250 0.148444
3.678750 0.180978
3.701250 0.213422
3.723750 0.263022
3.746250 0.343111
3.768750 0.436089
3.791250 0.598400
3.813750 0.784800
3.836250 1.101511
3.858750 1.491556
3.881250 2.059467
3.903750 2.873511
3.926250 3.993689
3.948750 5.574489
3.971250 7.836178
3.993750 8.235467
4.016250 0.000000
4.038750 0.000000
4.061250 0.000000
4.083750 0.000000
4.106250 0.000000
4.128750 0.000000
4.151250 0.000000
4.173750 0.000000
4.196250 0.000000
4.218750 0.000000
4.241250 0.000000
4.263750 0.000000
4.286250 0.000000
4.308750 0.000000
4.331250 0.000000
4.353750 0.000000
4.376250 0.000000
4.398750 0.000000
4.421250 0.000000
4.443750 0.000000
4.466250 0.000000
4.488750 0.000000
