# z	rho(z)
0.008750 0.000000
0.026250 0.000000
0.043750 0.000000
0.061250 0.000000
0.078750 0.000000
0.096250 0.000000
0.113750 0.000000
0.131250 0.000000
0.148750 0.000000
0.166250 0.000000
0.183750 0.000000
0.201250 0.000000
0.218750 0.000000
0.236250 0.000000
0.253750 0.000000
0.271250 0.000000
0.288750 0.000000
0.306250 0.000000
0.323750 0.000000
0.341250 0.000000
0.358750 0.000000
0.376250 0.000000
0.393750 0.000000
0.411250 0.000000
0.428750 0.000000
0.446250 0.000000
0.463750 0.000000
0.481250 0.000000
0.498750 1.871395
0.516250 3.956248
0.533750 3.471131
0.551250 3.057048
0.568750 2.687618
0.586250 2.363820
0.603750 2.105442
0.621250 1.848133
0.638750 1.668007
0.656250 1.516759
0.673750 1.344121
0.691250 1.223354
0.708750 1.123354
0.726250 1.013193
0.743750 0.929860
0.761250 0.849735
0.778750 0.789039
0.796250 0.758291
0.813750 0.700804
0.831250 0.658469
0.848750 0.612390
0.866250 0.584404
0.883750 0.554101
0.901250 0.524511
0.918750 0.498486
0.936250 0.473620
0.953750 0.466846
0.971250 0.449466
0.988750 0.432176
1.006250 0.431463
1.023750 0.412122
1.041250 0.410072
1.058750 0.397060
1.076250 0.383691
1.093750 0.381463
1.111250 0.401605
1.128750 0.386275
1.146250 0.382265
1.163750 0.380037
1.181250 0.406596
1.198750 0.388949
1.216250 0.394297
1.233750 0.406062
1.251250 0.419163
1.268750 0.421926
1.286250 0.448397
1.303750 0.463459
1.321250 0.481552
1.338750 0.523620
1.356250 0.530839
1.373750 0.584315
1.391250 0.627720
1.408750 0.676205
1.426250 0.716312
1.443750 0.794298
1.461250 0.808380
1.478750 0.873175
1.496250 0.896437
1.513750 0.957667
1.531250 0.956954
1.548750 0.974423
1.566250 0.994476
1.583750 0.970234
1.601250 0.978701
1.618750 0.981731
1.636250 0.966936
1.653750 0.948844
1.671250 0.930662
1.688750 0.934049
1.706250 0.927721
1.723750 0.940020
1.741250 0.935385
1.758750 0.918897
1.776250 0.951606
1.793750 0.942783
1.811250 0.964797
1.828750 0.962480
1.846250 0.973621
1.863750 0.969164
1.881250 0.967560
1.898750 1.002587
1.916250 0.991357
1.933750 0.999735
1.951250 1.003746
1.968750 0.975582
1.986250 0.961143
2.003750 0.927364
2.021250 0.884048
2.038750 0.832801
2.056250 0.781820
2.073750 0.731909
2.091250 0.685741
2.108750 0.631285
2.126250 0.595099
2.143750 0.551784
2.161250 0.511766
2.178750 0.490286
2.196250 0.455260
2.213750 0.434136
2.231250 0.425848
2.248750 0.403388
2.266250 0.404190
2.283750 0.377006
2.301250 0.383691
2.318750 0.377630
2.336250 0.368539
2.353750 0.367202
2.371250 0.375135
2.388750 0.370143
2.406250 0.362924
2.423750 0.380126
2.441250 0.392069
2.458750 0.377897
2.476250 0.396881
2.493750 0.413013
2.511250 0.438236
2.528750 0.445901
2.546250 0.452942
2.563750 0.485295
2.581250 0.505349
2.598750 0.527987
2.616250 0.553299
2.633750 0.578611
2.651250 0.618896
2.668750 0.650091
2.686250 0.691535
2.703750 0.726561
2.721250 0.791357
2.738750 0.866223
2.756250 0.958469
2.773750 0.999378
2.791250 1.091179
2.808750 1.240377
2.826250 1.362392
2.843750 1.508292
2.861250 1.668364
2.878750 1.859630
2.896250 2.082625
2.913750 2.392430
2.931250 2.709721
2.948750 3.057315
2.966250 3.499830
2.983750 4.009189
3.001250 1.887259
3.018750 0.000000
3.036250 0.000000
3.053750 0.000000
3.071250 0.000000
3.088750 0.000000
3.106250 0.000000
3.123750 0.000000
3.141250 0.000000
3.158750 0.000000
3.176250 0.000000
3.193750 0.000000
3.211250 0.000000
3.228750 0.000000
3.246250 0.000000
3.263750 0.000000
3.281250 0.000000
3.298750 0.000000
3.316250 0.000000
3.333750 0.000000
3.351250 0.000000
3.368750 0.000000
3.386250 0.000000
3.403750 0.000000
3.421250 0.000000
3.438750 0.000000
3.456250 0.000000
3.473750 0.000000
3.491250 0.000000
